"1"|"common_voice_zh-HK_22314830.mp3"|"原來頭先經過上環香馨里見到有個賣燒蕃薯嘅車仔"
"2"|"common_voice_zh-HK_22314831.mp3"|"請問我想去荃灣青山公路深井要搭乜嘢車先去到"
"3"|"common_voice_zh-HK_22314832.mp3"|"蘭杜街"
"4"|"common_voice_zh-HK_22314833.mp3"|"亞爸喺沙田百樂徑買左三磅士多啤梨返屋企"
"5"|"common_voice_zh-HK_22314834.mp3"|"爆醬牛丸"
"6"|"common_voice_zh-HK_22314840.mp3"|"姨媽同我去柴灣富康街買餸"
"7"|"common_voice_zh-HK_22314841.mp3"|"外甥女話知熙和街係喺北角但係唔知搭咩野車去"
"8"|"common_voice_zh-HK_22314842.mp3"|"家姐話聯和道係喺粉嶺但係唔知巴士路線"
"9"|"common_voice_zh-HK_22314843.mp3"|"亞爸喺清水灣碧沙路買左三磅士多啤梨返屋企"
"10"|"common_voice_zh-HK_22314844.mp3"|"亞爸喺油麻地眾坊街買左三磅士多啤梨返屋企"
"11"|"common_voice_zh-HK_22314890.mp3"|"點解唔見左大澳大澳永安街對開嗰個巴士站"
"12"|"common_voice_zh-HK_22314891.mp3"|"沒有發燒"
"13"|"common_voice_zh-HK_22314892.mp3"|"火炙托羅"
"14"|"common_voice_zh-HK_22314893.mp3"|"九龍東皇冠假日酒店為慶祝六週年紀念"
"15"|"common_voice_zh-HK_22314894.mp3"|"請問我想去西貢銀線灣銀臺路要搭乜嘢車先去到"
"16"|"common_voice_zh-HK_22314895.mp3"|"袖子雞中翼"
"17"|"common_voice_zh-HK_22314896.mp3"|"流浪貓喺藍田碧雲道嘅垃圾桶搵野食"
"18"|"common_voice_zh-HK_22314897.mp3"|"我都好想好似佢咁佗佻攤喺度煲劇"
"19"|"common_voice_zh-HK_22314898.mp3"|"咪郁老笠即刻同我攞哂身上啲錢出嚟"
"20"|"common_voice_zh-HK_22314899.mp3"|"自家製叉燒"
"21"|"common_voice_zh-HK_22314905.mp3"|"另一個別名叫「豬屎蜜」"
"22"|"common_voice_zh-HK_22314906.mp3"|"羅馬尼亞"
"23"|"common_voice_zh-HK_22314907.mp3"|"點解唔見左觀塘大業街對開嗰個巴士站"
"24"|"common_voice_zh-HK_22314908.mp3"|"的士喺柴灣祥利街兜左幾個圈"
"25"|"common_voice_zh-HK_22314909.mp3"|"弼街"
"26"|"common_voice_zh-HK_22314910.mp3"|"手指拗出唔拗入"
"27"|"common_voice_zh-HK_22314911.mp3"|"就要留意除臭方法啦"
"28"|"common_voice_zh-HK_22314912.mp3"|"阿成好鬼衰等我得閒撚化佢先"
"29"|"common_voice_zh-HK_22314913.mp3"|"點解唔見左沙田大涌橋路對開嗰個巴士站"
"30"|"common_voice_zh-HK_22314914.mp3"|"細妹約左我去西貢嘅上圍里食晏飲下午茶"
"31"|"common_voice_zh-HK_22314915.mp3"|"好耐無去半山區列堤頓道探舅父"
"32"|"common_voice_zh-HK_22314916.mp3"|"我喺九龍灣臨樂街盪失路"
"33"|"common_voice_zh-HK_22314917.mp3"|"邊個會知道西灣河海寧街邊間雲吞麵最好食"
"34"|"common_voice_zh-HK_22314918.mp3"|"今日靜到拍烏蠅唔發市"
"35"|"common_voice_zh-HK_22314919.mp3"|"力寶華潤"
"36"|"common_voice_zh-HK_22314920.mp3"|"請問我想去赤鱲角駿坪路亞洲貿易中心要搭邊架巴士"
"37"|"common_voice_zh-HK_22314922.mp3"|"老友唔記得去石硤尾澤安道參加緩步跑練習"
"38"|"common_voice_zh-HK_22314923.mp3"|"表姐放學去左尖沙咀緬甸台公園打韆鞦"
"39"|"common_voice_zh-HK_22314924.mp3"|"大嫂要去九龍城沐寧街嗰度買啲嘢"
"40"|"common_voice_zh-HK_22314930.mp3"|"陳師奶要去沙田樂林路搵個朋友一齊打麻雀"
"41"|"common_voice_zh-HK_22314931.mp3"|"煎鵝肝帶子卷"
"42"|"common_voice_zh-HK_22314932.mp3"|"燒洋蔥"
"43"|"common_voice_zh-HK_22314933.mp3"|"肉片蝦醬炒河粉"
"44"|"common_voice_zh-HK_22314946.mp3"|"麵房里"
"45"|"common_voice_zh-HK_22314947.mp3"|"我依家喺上環西街，附近有停車場泊車嗎"
"46"|"common_voice_zh-HK_22314948.mp3"|"我依家喺九龍塘衡州道，附近有停車場泊車嗎"
"47"|"common_voice_zh-HK_22314949.mp3"|"德輔道"
"48"|"common_voice_zh-HK_22314956.mp3"|"大嫂要去沙田沙瀝公路嗰度買啲嘢"
"49"|"common_voice_zh-HK_22314957.mp3"|"流浪貓喺沙田禾穗街嘅垃圾桶搵野食"
"50"|"common_voice_zh-HK_22314958.mp3"|"粟米肉粒意粉"
"51"|"common_voice_zh-HK_22314959.mp3"|"何老師問現正在元朗錦壆路勸學生早啲返屋企"
"52"|"common_voice_zh-HK_22314960.mp3"|"爺爺好鍾意去長沙灣發祥街食油炸鬼炒麵艇仔粥"
"53"|"common_voice_zh-HK_22314961.mp3"|"電氣街"
"54"|"common_voice_zh-HK_22314962.mp3"|"細妹約左我去長沙灣嘅丹荔街食晏飲下午茶"
"55"|"common_voice_zh-HK_22314963.mp3"|"我住喺北角站附近"
"56"|"common_voice_zh-HK_22314964.mp3"|"牧愛街"
"57"|"common_voice_zh-HK_22314965.mp3"|"冇陰公"
"58"|"common_voice_zh-HK_22314966.mp3"|"嗰種氣味嗰種味道嗰種和諧真係非常回味"
"59"|"common_voice_zh-HK_22314967.mp3"|"德輔道中"
"60"|"common_voice_zh-HK_22314968.mp3"|"雪魚棒"
